Index,Date,Open,High,Low,Close,Volume
1,2016-09-27,0.053846380546641814,0.06144021341878808,0.06010185588046285,0.06690705067457042,0.08877595155709343
2,2016-09-28,0.06577128131876375,0.0649639853777188,0.06339161953323597,0.06055844035595814,0.05849913494809689
3,2016-09-29,0.0619909359007505,0.05731409528450471,0.05801409454948758,0.05217579396606742,0.038494809688581315
4,2016-09-30,0.05138763206760644,0.06412069410631782,0.05595799740679469,0.06681460121355781,0.12024221453287198
5,2016-10-03,0.06466484557889624,0.0590910311089089,0.06114573654595046,0.05744573683847648,0.07352941176470588
6,2016-10-04,0.05876387750471268,0.055507011581805876,0.05545186702540306,0.052422345380510826,0.059472318339100355
7,2016-10-05,0.05473765201397496,0.05020630078669486,0.04767028362271403,0.04610453511234719,0.3020112456747405
8,2016-10-06,0.046255020011786385,0.04650183129988811,0.04906207811561575,0.04937129435544729,0.09677768166089966
9,2016-10-07,0.04911332898749127,0.04617053292223755,0.049947783349448216,0.04619698765521407,0.10250865051903114
10,2016-10-10,0.045701825192533185,0.04734512257128909,0.04978965852988232,0.04653599469437858,0.08780276816608998
11,2016-10-11,0.04696189525498451,0.04466464489553551,0.04302029476765423,0.04259122445480373,0.05936418685121107
12,2016-10-12,0.0396778924945948,0.04463449701724087,0.038654986261111135,0.047183156330737996,0.09493944636678202
13,2016-10-13,0.04791469359884415,0.04472489246370781,0.05026412788624729,0.047429710827035676,0.05579584775086505
14,2016-10-14,0.048314207994152425,0.04285756119283668,0.04732232550972193,0.04274532640823453,0.029087370242214534
15,2016-10-17,0.041860045100715726,0.04297805632918128,0.04744883358983909,0.04545732724817536,0.02378892733564014
16,2016-10-18,0.047699532399733846,0.04725477531323913,0.04744883358983909,0.0490630904485857,0.033412629757785466
17,2016-10-19,0.047361452678229776,0.04957380974482367,0.0509600504387428,0.05393242618093297,0.042279411764705885
18,2016-10-20,0.051633512140330906,0.05065804912404914,0.05583144187784389,0.05057321439496604,0.03352076124567474
19,2016-10-21,0.05151059361793714,0.04629098288194128,0.05295291410253827,0.05140533042672579,0.026600346020761244
20,2016-10-24,0.0555367730073138,0.0501762010968172,0.05750796416809595,0.05571990775591379,0.022923875432525952
21,2016-10-25,0.056735405322536736,0.054031271433398476,0.06098756427755092,0.05812374783495122,0.024329584775086507
22,2016-10-26,0.05934778812415592,0.05725384771633241,0.06035492265278647,0.05544255012731325,0.04552335640138409
23,2016-10-27,0.05642804447464689,0.05141099313740016,0.049694767189213895,0.04647434528381461,0.10726643598615918
24,2016-10-28,0.04622430113817222,0.05255548309657404,0.05225699471329842,0.0573532842956096,0.08877595155709343
25,2016-10-31,0.057196400493010335,0.05156159097539853,0.05140290305565903,0.045673078612170126,0.0625
26,2016-11-01,0.04742293652681934,0.04502604296306367,0.0494733139930833,0.04601208565133458,0.033412629757785466
27,2016-11-02,0.044441709028720744,0.045598289448538665,0.047891686206755324,0.050049305351922035,0.04238754325259516
28,2016-11-03,0.04773025127334801,0.04285756119283668,0.050612089162495044,0.04591963310846775,0.03200692041522492
29,2016-11-04,0.04690045750775618,0.04376110304418607,0.04773351393835579,0.04339249112644822,0.0333044982698962
30,2016-11-07,0.043273795587111974,0.040719224289128164,0.0467212974611505,0.04280692959098603,0.05709342560553633
31,2016-11-08,0.038786621027261714,0.04686322936741627,0.04460192255398221,0.04558062606930324,0.03200692041522492
32,2016-11-09,0.004671595371377846,0.09035328160212414,0.0,0.09655447534101863,0.2696799307958478
33,2016-11-10,0.09023570928264085,0.09908741408633981,0.09154462259917401,0.10481386605573967,0.06952854671280277
34,2016-11-11,0.0974889931694164,0.12532000459392223,0.10502007552241044,0.12635599887904342,0.08531574394463669
35,2016-11-14,0.12607184627281087,0.12086258808198835,0.1192231088599135,0.11865136348562738,0.06801470588235295
36,2016-11-15,0.1190644424587598,0.11553173242035886,0.11979247272020255,0.11748028972436969,0.04292820069204153
37,2016-11-16,0.11826537064020626,0.11414629435336049,0.12403127314662843,0.11969922779952774,0.024653979238754325
38,2016-11-17,0.11728185034930827,0.11167666208377758,0.12010881725700162,0.11862056035332452,0.02422145328719723
39,2016-11-18,0.11645201355577939,0.11489923836671156,0.12415778122674559,0.12006903488914084,0.02692474048442907
40,2016-11-21,0.1178965259437269,0.1138149989874861,0.12504348962383371,0.11840480898932976,0.020761245674740487
41,2016-11-22,0.11881856238603528,0.12339246791974356,0.12523327546842633,0.11877466230675532,0.07601643598615918
42,2016-11-23,0.11983279847712325,0.12221787827069208,0.1235251396019812,0.11788089994628576,0.024545847750865053
43,2016-11-25,0.11844976686434117,0.11715807040676463,0.12222819216416991,0.12136341055338068,0.009839965397923877
44,2016-11-28,0.12183050568432396,0.11887480383963733,0.127384314563877,0.12225712668603778,0.02865484429065744
45,2016-11-29,0.12410485793922443,0.11845315820393687,0.12115269792248917,0.118897917981925,0.05579584775086505
46,2016-11-30,0.1208777534418255,0.11592327836618166,0.11511086712569407,0.10878943942761737,0.03730536332179931
47,2016-12-01,0.1077235014808664,0.11423664462318656,0.10394458128072975,0.1002526910842958,0.03027681660899654
48,2016-12-02,0.10037801794531132,0.10345452550508849,0.10188848413803686,0.0959689138055565,0.015895328719723184
49,2016-12-05,0.09619816120541391,0.09872601601881159,0.10369151450840614,0.1033653915199233,0.025194636678200693
50,2016-12-06,0.10449639698346747,0.10053309972151042,0.10840478112794139,0.10244082602715088,0.020436851211072665
51,2016-12-07,0.1017303337579033,0.10267143662521894,0.10938538402895359,0.109559902966959,0.05017301038062284
52,2016-12-08,0.1084918574992299,0.10505076380161665,0.11197922829248674,0.10919009587734585,0.028330449826989623
53,2016-12-09,0.11064324513037549,0.1191759543389933,0.11574350875045847,0.12533898084340417,0.06833910034602077
54,2016-12-12,0.12444293458730427,0.11869410631176136,0.12722614229547746,0.12589373924656339,0.02692474048442907
