Date,Open,High,Low,Close,Adj Close,Volume
2017-02-15,1200.000000,1213.500000,1189.175049,1207.849976,1102.072998,124852
2017-02-16,1225.000000,1238.750000,1218.150024,1223.449951,1116.306763,302020
2017-02-17,1226.025024,1237.000000,1201.074951,1204.074951,1098.628540,171908
2017-02-20,1209.500000,1277.500000,1206.000000,1253.250000,1143.497070,396012
2017-02-21,1258.000000,1262.500000,1227.599976,1232.150024,1124.244873,647770
2017-02-22,1232.500000,1235.724976,1201.000000,1204.775024,1099.267334,257518
2017-02-23,1205.000000,1245.500000,1205.000000,1240.824951,1132.160400,230636
2017-02-27,1240.500000,1250.000000,1236.525024,1244.449951,1135.467896,121912
2017-02-28,1244.449951,1245.625000,1225.775024,1233.250000,1125.248779,75554
2017-03-01,1242.000000,1250.500000,1235.699951,1240.025024,1131.430542,79962
2017-03-02,1240.000000,1255.000000,1239.550049,1250.574951,1141.056519,220154
2017-03-03,1250.500000,1250.500000,1238.000000,1246.175049,1137.041748,69636
2017-03-06,1237.500000,1241.224976,1227.449951,1235.324951,1127.141846,417268
2017-03-07,1236.000000,1253.724976,1236.000000,1250.349976,1140.851074,97596
2017-03-08,1249.500000,1260.000000,1246.000000,1256.949951,1146.873047,159064
2017-03-09,1256.949951,1262.449951,1251.750000,1259.775024,1149.450806,154960
2017-03-10,1262.500000,1274.250000,1259.750000,1270.900024,1159.601318,134058
2017-03-14,1275.000000,1292.000000,1275.000000,1281.175049,1168.976807,791322
2017-03-15,1282.500000,1285.000000,1248.025024,1250.150024,1140.668579,121088
2017-03-16,1250.500000,1262.500000,1250.500000,1259.474976,1149.177246,67864
2017-03-17,1274.000000,1274.000000,1256.224976,1263.425049,1152.781372,358458
2017-03-20,1259.000000,1261.699951,1233.525024,1240.400024,1131.772705,108378
2017-03-21,1241.000000,1246.949951,1233.000000,1243.074951,1134.213013,95616
2017-03-22,1243.500000,1247.500000,1235.000000,1239.550049,1130.997070,111480
2017-03-23,1239.000000,1243.000000,1224.250000,1229.449951,1121.781372,128716
2017-03-24,1232.500000,1235.000000,1211.849976,1213.375000,1107.114258,305624
2017-03-27,1214.000000,1220.500000,1203.500000,1206.050049,1100.431030,163488
2017-03-28,1206.050049,1220.925049,1206.050049,1214.925049,1108.528320,62040
2017-03-29,1215.625000,1223.949951,1213.275024,1221.875000,1114.869873,60344
2017-03-30,1220.000000,1232.500000,1217.500000,1221.875000,1114.869873,123922
2017-03-31,1219.500000,1220.000000,1207.425049,1215.550049,1109.098877,167886
2017-04-03,1217.500000,1217.500000,1205.000000,1206.650024,1100.978271,56716
2017-04-05,1208.500000,1209.250000,1197.500000,1201.425049,1096.210815,78544
2017-04-06,1200.599976,1205.025024,1195.000000,1199.875000,1094.796387,46120
2017-04-07,1200.000000,1215.000000,1197.199951,1213.550049,1107.273926,75810
2017-04-10,1215.000000,1224.000000,1204.050049,1210.574951,1104.559448,97532
2017-04-11,1210.000000,1221.000000,1205.000000,1210.400024,1104.399902,48530
2017-04-12,1209.574951,1213.500000,1190.300049,1197.099976,1092.264404,61524
2017-04-13,1200.000000,1204.000000,1160.675049,1163.925049,1061.994995,216988
2017-04-17,1166.250000,1166.525024,1150.000000,1160.425049,1058.801270,95602
2017-04-18,1162.500000,1169.474976,1151.250000,1154.324951,1053.235596,155452
2017-04-19,1142.500000,1174.224976,1127.500000,1150.875000,1050.087891,434290
2017-04-20,1159.449951,1167.000000,1146.000000,1164.175049,1062.223022,121062
2017-04-21,1165.000000,1167.724976,1150.949951,1155.599976,1054.398804,46658
2017-04-24,1150.000000,1168.525024,1141.949951,1164.550049,1062.565063,109302
2017-04-25,1165.500000,1171.650024,1151.500000,1155.650024,1054.444458,86084
2017-04-26,1165.125000,1170.500000,1152.000000,1155.224976,1054.056885,307916
2017-04-27,1160.000000,1164.824951,1142.525024,1150.699951,1049.927734,317610
2017-04-28,1150.699951,1151.000000,1132.650024,1136.050049,1036.560913,201386
2017-05-02,1148.500000,1150.750000,1140.050049,1145.974976,1045.616455,277740
2017-05-03,1149.500000,1171.750000,1135.724976,1168.699951,1066.351685,255224
2017-05-04,1172.500000,1174.000000,1155.500000,1163.550049,1061.652954,668816
2017-05-05,1151.000000,1165.900024,1151.000000,1159.974976,1058.390747,343074
2017-05-08,1162.500000,1173.449951,1159.000000,1170.949951,1068.404785,68278
2017-05-09,1171.224976,1181.000000,1166.800049,1176.375000,1073.354248,83428
2017-05-10,1176.375000,1178.000000,1158.000000,1166.250000,1064.115967,71886
2017-05-11,1170.000000,1179.824951,1161.800049,1175.625000,1072.670044,64362
2017-05-12,1174.500000,1184.500000,1161.349976,1179.750000,1076.433960,336766
2017-05-15,1182.250000,1187.500000,1170.375000,1182.199951,1078.669189,52680
2017-05-16,1189.349976,1217.400024,1187.750000,1213.625000,1107.342529,1178620
2017-05-17,1215.949951,1230.000000,1212.000000,1225.675049,1118.336914,249280
2017-05-18,1225.500000,1282.875000,1221.525024,1267.050049,1156.088501,576312
2017-05-19,1273.000000,1275.000000,1242.599976,1253.400024,1143.633911,106246
2017-05-22,1253.500000,1275.000000,1253.500000,1264.650024,1153.898926,96514
2017-05-23,1264.750000,1280.300049,1257.000000,1260.224976,1149.861450,99178
2017-05-24,1261.224976,1285.000000,1261.224976,1278.900024,1166.900757,274382
2017-05-25,1286.000000,1316.500000,1283.775024,1309.974976,1195.254639,790938
2017-05-26,1312.000000,1318.000000,1285.525024,1289.650024,1176.709595,693932
2017-05-29,1289.500000,1297.925049,1281.150024,1285.750000,1173.150879,100132
2017-05-30,1286.425049,1287.500000,1262.800049,1275.849976,1164.118286,97588
2017-05-31,1265.500000,1285.775024,1264.525024,1272.175049,1160.765015,100232
2017-06-01,1265.000000,1281.099976,1265.000000,1275.425049,1163.730347,94288
2017-06-02,1271.125000,1294.500000,1271.125000,1280.925049,1168.748413,83936
2017-06-05,1282.500000,1310.000000,1280.000000,1300.525024,1186.631958,144418
2017-06-06,1322.000000,1353.699951,1315.000000,1347.699951,1229.675659,307384
2017-06-07,1350.000000,1350.000000,1290.500000,1307.675049,1193.155884,390798
2017-06-08,1305.000000,1305.000000,1258.849976,1260.750000,1150.340698,362406
2017-06-09,1258.000000,1272.750000,1244.500000,1255.125000,1145.208252,205784
2017-06-12,1250.000000,1257.000000,1236.199951,1244.949951,1135.923950,1674392
2017-06-13,1233.125000,1241.224976,1225.000000,1226.699951,1131.772095,116034
2017-06-14,1225.025024,1238.500000,1225.025024,1235.400024,1139.799072,127556
2017-06-15,1232.525024,1234.974976,1203.025024,1205.550049,1112.258789,155360
2017-06-16,1205.550049,1217.449951,1194.750000,1198.724976,1105.962036,145620
2017-06-19,1204.250000,1221.425049,1203.275024,1215.949951,1121.854126,96256
2017-06-20,1214.974976,1222.500000,1191.550049,1220.750000,1126.282715,78890
2017-06-21,1220.500000,1220.500000,1199.000000,1203.025024,1109.929321,92260
2017-06-22,1205.000000,1215.050049,1194.449951,1197.875000,1105.177979,115518
2017-06-23,1201.500000,1206.500000,1176.500000,1180.324951,1088.986084,93466
2017-06-27,1179.375000,1193.175049,1167.500000,1172.949951,1082.181519,95596
2017-06-28,1172.500000,1179.150024,1167.574951,1175.599976,1084.626465,82848
2017-06-29,1176.500000,1185.400024,1162.500000,1167.324951,1076.991943,80968
2017-06-30,1165.000000,1188.925049,1163.000000,1182.175049,1090.692871,109472
2017-07-03,1182.000000,1191.474976,1172.750000,1186.699951,1094.867432,72366
2017-07-04,1186.699951,1190.699951,1175.550049,1182.000000,1090.531250,56178
2017-07-05,1182.000000,1182.000000,1173.150024,1178.875000,1087.648071,41572
2017-07-06,1175.025024,1180.650024,1170.000000,1172.400024,1081.674438,62268
2017-07-07,1177.300049,1178.000000,1162.500000,1166.099976,1075.861816,109818
2017-07-10,1166.500000,1226.000000,1166.500000,1220.425049,1125.982910,1350732
2017-07-11,1219.400024,1256.699951,1213.425049,1235.949951,1140.306274,289626
2017-07-12,1243.974976,1244.000000,1215.650024,1219.550049,1125.175659,91514
2017-07-13,1224.949951,1235.500000,1213.550049,1222.025024,1127.458862,136914
2017-07-14,1194.500000,1211.324951,1188.050049,1199.400024,1106.584717,420104
2017-07-17,1200.000000,1210.324951,1192.000000,1197.849976,1105.154663,69136
2017-07-18,1198.500000,1220.000000,1198.500000,1202.625000,1109.560425,177068
2017-07-19,1209.000000,1228.949951,1208.650024,1225.224976,1130.411255,83796
2017-07-20,1225.000000,1228.699951,1215.500000,1222.599976,1127.989502,46184
2017-07-21,1222.599976,1249.500000,1219.900024,1245.449951,1149.071411,87094
2017-07-24,1240.000000,1269.599976,1239.949951,1266.324951,1171.623169,115188
2017-07-25,1265.000000,1290.000000,1258.849976,1285.324951,1189.202515,103052
2017-07-26,1277.500000,1286.500000,1273.500000,1277.400024,1181.870239,75250
2017-07-27,1275.000000,1291.849976,1234.525024,1242.175049,1149.279541,119976
2017-07-28,1239.699951,1244.275024,1221.925049,1241.375000,1148.539429,85060
2017-07-31,1235.000000,1258.000000,1232.449951,1247.025024,1153.766846,84854
2017-08-01,1247.025024,1259.449951,1244.150024,1249.974976,1156.496460,52056
2017-08-02,1249.500000,1250.925049,1229.000000,1233.675049,1141.415527,42532
2017-08-03,1239.500000,1250.724976,1236.000000,1244.775024,1151.684937,907188
2017-08-04,1245.000000,1264.000000,1243.724976,1261.375000,1167.043701,58680
2017-08-07,1261.000000,1261.375000,1242.000000,1252.300049,1158.647583,62024
2017-08-08,1262.500000,1263.000000,1243.000000,1248.900024,1155.501465,41584
2017-08-09,1247.974976,1260.724976,1247.550049,1250.974976,1157.421631,36890
2017-08-10,1249.199951,1260.000000,1243.250000,1255.625000,1161.723389,47260
2017-08-11,1257.000000,1266.650024,1242.500000,1247.000000,1153.743896,76946
2017-08-14,1250.500000,1252.800049,1230.025024,1234.574951,1142.247925,28980
2017-08-16,1248.500000,1273.500000,1233.425049,1245.525024,1152.379028,72664
2017-08-17,1250.000000,1250.000000,1231.000000,1240.074951,1147.336548,43284
2017-08-18,1237.500000,1273.224976,1235.474976,1256.425049,1162.463623,283874
2017-08-21,1256.425049,1271.000000,1247.500000,1260.699951,1166.418945,71410
2017-08-22,1259.949951,1269.000000,1245.500000,1248.025024,1154.692017,36044
2017-08-23,1250.000000,1260.000000,1237.824951,1246.500000,1153.281128,25540
2017-08-24,1237.650024,1257.500000,1237.650024,1247.650024,1154.344971,27694
2017-08-28,1248.000000,1250.974976,1232.000000,1242.925049,1149.973755,42866
2017-08-29,1242.925049,1246.949951,1233.000000,1237.474976,1144.931030,35542
2017-08-30,1243.750000,1245.724976,1230.500000,1243.375000,1150.389771,39944
2017-08-31,1246.000000,1250.000000,1234.000000,1248.375000,1155.015869,456558
2017-09-01,1237.500000,1238.500000,1220.000000,1231.599976,1139.495483,77234
2017-09-04,1228.224976,1231.375000,1220.099976,1228.900024,1136.997070,125536
2017-09-05,1228.900024,1241.250000,1220.000000,1238.824951,1146.180298,55212
2017-09-06,1235.000000,1237.474976,1226.000000,1228.224976,1136.372925,28764
2017-09-07,1228.000000,1233.500000,1226.175049,1229.474976,1137.529297,37994
2017-09-08,1231.500000,1237.500000,1226.974976,1235.074951,1142.710449,56132
2017-09-11,1237.000000,1240.275024,1228.099976,1231.775024,1139.657104,99420
2017-09-12,1232.500000,1247.224976,1228.500000,1243.400024,1150.412720,52032
2017-09-13,1250.000000,1264.025024,1237.675049,1244.050049,1151.014282,125994
2017-09-14,1245.000000,1248.724976,1236.500000,1242.525024,1149.603394,70868
2017-09-15,1246.000000,1257.224976,1243.800049,1249.275024,1155.848633,96160
2017-09-18,1253.500000,1258.449951,1245.550049,1249.525024,1156.079834,44660
2017-09-19,1249.525024,1251.675049,1246.250000,1249.150024,1155.732910,26636
2017-09-20,1249.150024,1252.500000,1239.025024,1246.199951,1153.003174,35934
2017-09-21,1243.750000,1269.849976,1239.974976,1262.925049,1168.477783,59748
2017-09-22,1262.500000,1262.949951,1247.599976,1251.175049,1157.606689,50996
2017-09-25,1264.400024,1266.500000,1247.500000,1254.099976,1160.312622,86234
2017-09-26,1254.099976,1263.000000,1234.000000,1237.449951,1144.907837,124206
2017-09-27,1245.000000,1253.974976,1237.050049,1245.074951,1151.962524,662114
2017-09-28,1247.500000,1255.525024,1226.425049,1239.224976,1146.549927,215700
2017-09-29,1239.224976,1241.724976,1210.324951,1218.500000,1127.375000,190728
2017-10-03,1217.500000,1227.724976,1214.000000,1223.525024,1132.024414,332914
2017-10-04,1235.000000,1235.000000,1214.500000,1221.275024,1129.942383,264880
2017-10-05,1221.000000,1221.275024,1212.500000,1215.074951,1124.206177,224568
2017-10-06,1214.000000,1227.025024,1213.800049,1222.574951,1131.145142,48416
2017-10-09,1224.000000,1233.500000,1221.300049,1226.275024,1134.568604,40918
2017-10-10,1230.000000,1235.300049,1226.050049,1229.775024,1137.806885,288744
2017-10-11,1230.000000,1256.675049,1228.849976,1250.250000,1156.750732,254368
2017-10-12,1250.525024,1277.500000,1250.525024,1274.275024,1178.979004,373754
2017-10-13,1274.949951,1302.800049,1262.500000,1278.375000,1182.772461,187026
2017-10-16,1278.375000,1295.000000,1278.000000,1292.550049,1195.887207,85992
2017-10-17,1293.000000,1306.474976,1290.550049,1297.500000,1200.467041,62332
2017-10-18,1295.000000,1305.949951,1290.000000,1294.525024,1197.714600,32266
2017-10-19,1294.525024,1297.474976,1285.425049,1290.474976,1193.967407,10286
2017-10-23,1290.500000,1312.525024,1277.500000,1292.974976,1196.280396,182860
2017-10-24,1305.000000,1309.500000,1285.224976,1290.300049,1193.805542,29186
2017-10-25,1291.000000,1305.500000,1279.375000,1280.875000,1188.308716,26314
2017-10-26,1280.000000,1283.199951,1262.800049,1271.500000,1179.611206,47864
2017-10-27,1272.500000,1295.000000,1267.199951,1289.599976,1196.403198,59322
2017-10-30,1290.000000,1309.000000,1290.000000,1306.500000,1212.081787,85514
2017-10-31,1297.525024,1317.449951,1297.525024,1308.150024,1213.612427,71600
2017-11-01,1311.000000,1311.000000,1290.550049,1301.250000,1207.211548,50706
2017-11-02,1293.250000,1335.000000,1293.250000,1312.900024,1218.019165,80876
2017-11-03,1315.000000,1317.500000,1302.125000,1306.349976,1211.942993,35902
2017-11-06,1305.000000,1336.474976,1305.000000,1333.500000,1237.130615,74320
2017-11-07,1335.500000,1371.800049,1334.000000,1354.175049,1256.311279,232088
2017-11-08,1364.000000,1376.550049,1359.824951,1365.224976,1266.562988,61182
2017-11-09,1375.000000,1375.000000,1356.775024,1366.925049,1268.139893,62778
2017-11-10,1358.500000,1364.974976,1347.750000,1351.650024,1253.969238,18128
2017-11-13,1351.500000,1387.000000,1350.000000,1379.449951,1279.759888,134728
2017-11-14,1379.000000,1379.000000,1353.275024,1358.375000,1260.207886,59444
2017-11-15,1357.500000,1374.974976,1351.400024,1353.074951,1255.290894,49182
2017-11-16,1353.500000,1380.500000,1345.000000,1373.300049,1274.054321,132358
2017-11-17,1379.500000,1379.500000,1353.000000,1355.050049,1257.123169,30136
2017-11-20,1359.050049,1362.824951,1348.474976,1352.324951,1254.594971,48444
2017-11-21,1352.375000,1352.375000,1335.000000,1338.324951,1241.606934,32314
2017-11-22,1335.000000,1354.699951,1335.000000,1341.599976,1244.645264,147484
2017-11-23,1342.050049,1347.125000,1336.324951,1341.375000,1244.436401,33170
2017-11-24,1337.000000,1353.000000,1337.000000,1344.375000,1247.219604,42346
2017-11-27,1338.500000,1345.699951,1332.599976,1343.525024,1246.431274,35470
2017-11-28,1343.500000,1348.750000,1336.125000,1342.449951,1245.433838,164746
2017-11-29,1339.900024,1346.150024,1325.500000,1329.275024,1233.211182,27624
2017-11-30,1329.000000,1334.275024,1312.500000,1317.125000,1221.938965,36504
2017-12-01,1318.500000,1334.474976,1312.500000,1315.275024,1220.222778,48620
2017-12-04,1313.500000,1329.300049,1301.849976,1316.675049,1221.521606,35034
2017-12-05,1310.000000,1324.500000,1310.000000,1316.900024,1221.730347,23444
2017-12-06,2635.000000,2640.000000,2615.000000,2630.000000,2439.934814,19420
2017-12-07,1315.724976,1322.275024,1307.525024,1308.824951,1214.238770,34668
2017-12-08,1308.500000,1322.000000,1297.525024,1300.500000,1206.515381,38394
2017-12-11,1302.500000,1333.500000,1302.500000,1328.000000,1232.028198,33814
2017-12-12,1328.025024,1329.550049,1302.550049,1307.074951,1212.615112,63784
2017-12-13,1297.550049,1323.775024,1297.550049,1313.650024,1218.715088,55852
2017-12-14,1310.125000,1315.000000,1265.500000,1279.275024,1186.824341,113418
2017-12-15,1280.000000,1293.650024,1270.175049,1273.925049,1181.860962,70532
2017-12-18,1266.500000,1292.599976,1248.449951,1288.500000,1195.382568,88078
2017-12-19,1285.000000,1298.699951,1283.750000,1287.525024,1194.478149,52882
2017-12-20,1285.000000,1296.000000,1270.000000,1294.000000,1200.485107,313914
2017-12-21,1295.000000,1303.449951,1278.349976,1297.050049,1203.314819,34050
2017-12-22,1300.000000,1329.949951,1295.000000,1319.900024,1224.513428,181640
2017-12-26,1337.525024,1344.000000,1317.500000,1321.400024,1225.904907,133142
2017-12-27,1318.050049,1328.974976,1305.525024,1310.525024,1215.815674,31994
2017-12-28,1301.500000,1325.000000,1300.599976,1314.425049,1219.434326,64402
2017-12-29,1307.500000,1355.849976,1307.500000,1350.199951,1252.623779,187112
2018-01-01,1344.900024,1346.250000,1321.425049,1327.324951,1231.401978,72202
2018-01-02,1321.474976,1338.724976,1311.349976,1316.875000,1221.706909,45568
2018-01-03,1317.000000,1332.025024,1315.074951,1317.599976,1222.379761,40080
2018-01-04,1330.000000,1330.000000,1320.199951,1324.900024,1229.151733,29218
2018-01-05,1325.500000,1347.000000,1325.500000,1342.224976,1245.224854,98284
2018-01-08,1347.500000,1360.675049,1340.724976,1353.875000,1256.033203,56746
2018-01-09,1355.000000,1361.650024,1339.449951,1354.224976,1256.357788,83554
2018-01-10,1356.000000,1408.000000,1348.724976,1403.550049,1302.118164,196244
2018-01-11,1403.599976,1410.000000,1390.949951,1394.199951,1293.443848,140630
2018-01-12,1406.500000,1406.500000,1372.000000,1386.449951,1286.253662,171892
2018-01-15,1395.000000,1401.525024,1368.074951,1373.599976,1274.332642,64996
2018-01-16,1374.099976,1430.000000,1374.099976,1425.425049,1322.412354,277772
2018-01-17,1428.550049,1462.500000,1428.500000,1444.724976,1340.317505,305872
2018-01-18,1447.500000,1462.500000,1433.300049,1455.050049,1349.896362,105898
2018-01-19,1460.000000,1489.500000,1451.525024,1477.375000,1370.608154,109434
2018-01-22,1478.000000,1565.000000,1462.000000,1556.574951,1447.513428,443890
2018-01-23,1557.500000,1568.875000,1546.300049,1551.550049,1442.840698,614352
2018-01-24,1550.000000,1627.400024,1540.000000,1587.300049,1476.086060,762348
2018-01-25,1590.000000,1590.500000,1540.000000,1558.925049,1449.699219,174444
2018-01-29,1559.025024,1612.000000,1559.000000,1597.550049,1485.617554,159372
2018-01-30,1559.500000,1599.625000,1559.500000,1576.849976,1466.368164,88726
2018-01-31,1565.500000,1573.550049,1550.500000,1555.875000,1446.862671,301576
2018-02-01,1560.000000,1594.500000,1545.775024,1569.449951,1459.486572,127464
2018-02-02,1557.500000,1595.000000,1552.824951,1574.574951,1464.252319,510204
2018-02-05,1555.500000,1592.949951,1539.175049,1553.250000,1444.421631,462518
2018-02-06,1515.000000,1538.925049,1492.900024,1497.675049,1392.740723,1039270
2018-02-07,1507.500000,1522.000000,1475.000000,1477.675049,1374.141846,251898
2018-02-08,1485.500000,1513.375000,1478.599976,1483.125000,1379.210205,2542808
2018-02-09,1480.000000,1495.875000,1450.000000,1486.150024,1382.022949,118202
2018-02-12,1504.000000,1509.000000,1478.000000,1483.949951,1379.977173,2393374
2018-02-14,1482.500000,1487.000000,1447.125000,1455.224976,1353.264526,111846
2018-02-15,1464.500000,1471.250000,1453.300049,1462.875000,1360.378662,101492
2018-02-16,1462.500000,1499.500000,1462.000000,1468.599976,1365.702759,608620
2018-02-19,1470.000000,1476.224976,1449.199951,1462.275024,1359.820801,167344
2018-02-20,1465.000000,1491.724976,1464.550049,1472.525024,1369.352661,82030
